brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
Hyundai,IONIQ 6 Long Range AWD,185,74.0,Lithium-ion,605.0,143,440,5.1,200.0,CCS,1500.0,401,5,AWD,D - Large,4855,1880,1495,Sedan,https://ev-database.org/car/1719/Hyundai-IONIQ-6-Long-Range-AWD
Hyundai,IONIQ 6 Standard Range 2WD,185,50.0,Lithium-ion,350.0,117,335,8.8,120.0,CCS,750.0,401,5,RWD,D - Large,4855,1880,1495,Sedan,https://ev-database.org/car/1717/Hyundai-IONIQ-6-Standard-Range-2WD
Hyundai,Kona Electric 48 kWh,160,48.4,Lithium-ion,255.0,128,295,8.8,50.0,CCS,300.0,466,5,FWD,JB - Compact,4355,1825,1575,SUV,https://ev-database.org/car/1829/Hyundai-Kona-Electric-48-kWh
Hyundai,Kona Electric 65 kWh,170,65.4,Lithium-ion,255.0,144,390,7.8,86.0,CCS,750.0,466,5,FWD,JB - Compact,4355,1825,1575,SUV,https://ev-database.org/car/1830/Hyundai-Kona-Electric-65-kWh
Jaguar,I-Pace EV400,200,84.7,Lithium-ion,696.0,208,380,4.8,85.0,CCS,750.0,505,5,AWD,JD - Large,4682,2011,1566,SUV,https://ev-database.org/car/1812/Jaguar-I-Pace-EV400
Jeep,Avenger Electric,150,50.8,Lithium-ion,260.0,132,310,9.0,85.0,CCS,0.0,355,5,FWD,JB - Compact,4084,1776,1528,SUV,https://ev-database.org/car/1816/Jeep-Avenger-Electric
Jeep,Compass Electric 74 kWh,180,74.0,Lithium-ion,345.0,148,370,8.5,90.0,CCS,1000.0,550,5,FWD,JC - Medium,4552,1928,1675,SUV,https://ev-database.org/car/3181/Jeep-Compass-Electric-74-kWh
KGM,Torres EVX,175,72.0,Lithium-ion,339.0,156,370,8.1,85.0,CCS,1500.0,839,5,FWD,JC - Medium,4715,1890,1725,SUV,https://ev-database.org/car/2189/KGM-Torres-EVX
Kia,EV3 Long Range,170,78.0,Lithium-ion,283.0,139,455,7.7,105.0,CCS,1000.0,460,5,FWD,JB - Compact,4300,1850,1560,SUV,https://ev-database.org/car/2212/Kia-EV3-Long-Range
Kia,EV3 Standard Range,170,55.0,Lithium-ion,283.0,133,325,7.5,80.0,CCS,300.0,460,5,FWD,JB - Compact,4300,1850,1560,SUV,https://ev-database.org/car/2211/Kia-EV3-Standard-Range
Kia,EV6 GT,260,80.0,Lithium-ion,770.0,178,385,3.5,205.0,CCS,1800.0,480,5,AWD,JC - Medium,4695,1890,1545,SUV,https://ev-database.org/car/3079/Kia-EV6-GT
Kia,EV6 Long Range 2WD,185,80.0,Lithium-ion,350.0,143,455,7.3,205.0,CCS,1800.0,490,5,RWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3028/Kia-EV6-Long-Range-2WD
Kia,EV6 Long Range AWD,185,80.0,Lithium-ion,605.0,154,440,5.2,205.0,CCS,1800.0,490,5,AWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3029/Kia-EV6-Long-Range-AWD
Kia,EV6 Standard Range 2WD,185,60.0,Lithium-ion,350.0,140,345,8.7,150.0,CCS,750.0,490,5,RWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3030/Kia-EV6-Standard-Range-2WD
Kia,Niro EV,167,64.8,Lithium-ion,255.0,140,385,7.8,70.0,CCS,750.0,475,5,FWD,JC - Medium,4420,1825,1570,SUV,https://ev-database.org/car/1666/Kia-Niro-EV
Lancia,Ypsilon,150,48.1,Lithium-ion,260.0,122,310,8.2,80.0,CCS,0.0,309,5,FWD,B - Compact,4080,1760,1440,Hatchback,https://ev-database.org/car/2117/Lancia-Ypsilon
Leapmotor,C10,170,69.9,Lithium-ion,320.0,166,350,7.5,70.0,CCS,1500.0,435,5,RWD,JD - Large,4739,1900,1680,SUV,https://ev-database.org/car/3040/Leapmotor-C10
Lexus,RZ 300e,160,64.0,Lithium-ion,266.0,149,365,8.0,100.0,CCS,750.0,522,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/3027/Lexus-RZ-300e
Lexus,RZ 450e,160,64.0,Lithium-ion,435.0,158,350,5.6,100.0,CCS,750.0,522,5,AWD,JD - Large,4805,1895,1635,SUV,https://ev-database.org/car/1677/Lexus-RZ-450e
Lexus,UX 300e,160,64.0,Lithium-ion,300.0,145,340,7.5,35.0,CHAdeMO,0.0,316,5,FWD,JC - Medium,4495,1840,1545,SUV,https://ev-database.org/car/1943/Lexus-UX-300e
Lotus,Emeya,250,98.9,Lithium-ion,710.0,198,520,4.2,240.0,CCS,2250.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2141/Lotus-Emeya
Lotus,Emeya R,256,98.9,Lithium-ion,985.0,227,465,2.8,240.0,CCS,1225.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2143/Lotus-Emeya-R
Lotus,Emeya S,250,98.9,Lithium-ion,710.0,198,520,4.2,240.0,CCS,2250.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2142/Lotus-Emeya-S
Lynk&Co,02,180,65.0,Lithium-ion,343.0,149,370,5.5,90.0,CCS,1600.0,410,5,RWD,JC - Medium,4460,1845,1573,SUV,https://ev-database.org/car/3045/LynkCo-02
MG,4 Electric 51 kWh,160,50.8,Lithium-ion,250.0,145,300,7.7,68.0,CCS,500.0,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,https://ev-database.org/car/1707/MG-MG4-Electric-51-kWh
MG,4 Electric 64 kWh,160,61.7,Lithium-ion,250.0,142,360,7.9,116.0,CCS,500.0,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,https://ev-database.org/car/1708/MG-MG4-Electric-64-kWh
MG,4 Electric 77 kWh,180,74.4,Lithium-ion,350.0,143,425,6.5,110.0,CCS,500.0,363,5,RWD,C - Medium,4287,1836,1516,Hatchback,https://ev-database.org/car/1973/MG-MG4-Electric-77-kWh
MG,4 Electric XPOWER,200,61.7,Lithium-ion,600.0,160,320,3.8,116.0,CCS,500.0,363,5,AWD,C - Medium,4287,1836,1516,Hatchback,https://ev-database.org/car/1944/MG-MG4-Electric-XPOWER
MG,5 Electric Long Range,185,57.4,Lithium-ion,280.0,151,335,7.7,60.0,CCS,500.0,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,https://ev-database.org/car/1474/MG-MG5-Electric-Long-Range
MG,5 Electric Standard Range,185,46.0,Lithium-ion,280.0,148,265,7.7,53.0,CCS,500.0,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,https://ev-database.org/car/1646/MG-MG5-Electric-Standard-Range
MG,S5  EV 49 kWh,170,47.1,Lithium-ion,250.0,139,275,8.0,80.0,CCS,750.0,453,5,RWD,JC - Medium,4476,1849,1621,SUV,https://ev-database.org/car/3146/MG-MGS5--EV-49-kWh
MG,S5  EV 64 kWh,190,62.1,Lithium-ion,350.0,134,365,6.3,90.0,CCS,750.0,453,5,RWD,JC - Medium,4476,1849,1621,SUV,https://ev-database.org/car/3147/MG-MGS5--EV-64-kWh
MG,ZS EV Long Range,175,68.3,Lithium-ion,280.0,155,370,8.4,82.0,CCS,500.0,448,5,FWD,JB - Compact,4323,1809,1649,SUV,https://ev-database.org/car/1541/MG-ZS-EV-Long-Range
MG,ZS EV Standard Range,175,49.0,Lithium-ion,280.0,153,265,8.6,50.0,CCS,500.0,448,5,FWD,JB - Compact,4323,1809,1649,SUV,https://ev-database.org/car/1540/MG-ZS-EV-Standard-Range
Maserati,Grecale Folgore,220,95.0,Lithium-ion,820.0,220,400,4.1,110.0,CCS,1800.0,535,5,AWD,JE - Executive,4865,1948,1651,SUV,https://ev-database.org/car/1843/Maserati-Grecale-Folgore
Mazda,6e 68.8 kWh,175,66.0,Lithium-ion,320.0,138,390,7.6,120.0,CCS,1500.0,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,https://ev-database.org/car/3107/Mazda-6e-688-kWh
Mazda,6e Long Range 80 kWh,175,75.0,Lithium-ion,320.0,136,440,7.8,70.0,CCS,1500.0,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,https://ev-database.org/car/3108/Mazda-6e-Long-Range-80-kWh
Mercedes-Benz,CLA 250+,210,85.0,Lithium-ion,335.0,122,565,6.7,235.0,CCS,1500.0,405,5,RWD,D - Large,4723,1855,1468,Sedan,https://ev-database.org/car/3139/Mercedes-Benz-CLA-250plus
Mercedes-Benz,CLA 350 4MATIC,210,85.0,Lithium-ion,515.0,126,550,4.9,235.0,CCS,1800.0,405,5,AWD,D - Large,4723,1855,1468,Sedan,https://ev-database.org/car/3140/Mercedes-Benz-CLA-350-4MATIC
Mercedes-Benz,EQA 250,160,66.5,Lithium-ion,385.0,146,395,8.6,100.0,CCS,1500.0,340,5,FWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1984/Mercedes-Benz-EQA-250
Mercedes-Benz,EQA 250+,160,70.5,Lithium-ion,385.0,142,420,8.6,90.0,CCS,1500.0,340,5,FWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1985/Mercedes-Benz-EQA-250plus
Mercedes-Benz,EQA 300 4MATIC,160,66.5,Lithium-ion,390.0,162,350,7.7,100.0,CCS,1800.0,340,5,AWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1986/Mercedes-Benz-EQA-300-4MATIC
Mercedes-Benz,EQA 350 4MATIC,160,66.5,Lithium-ion,520.0,162,350,6.0,100.0,CCS,1800.0,340,5,AWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1987/Mercedes-Benz-EQA-350-4MATIC
Mercedes-Benz,EQE 300,210,89.0,Lithium-ion,550.0,163,525,7.3,120.0,CCS,750.0,430,5,RWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2204/Mercedes-Benz-EQE-300
Mercedes-Benz,EQE 350 4MATIC,210,90.6,Lithium-ion,765.0,173,515,6.3,141.0,CCS,1700.0,430,5,AWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2206/Mercedes-Benz-EQE-350-4MATIC
Mercedes-Benz,EQE 350+,210,96.0,Lithium-ion,565.0,164,555,6.5,141.0,CCS,750.0,430,5,RWD,E - Executive,4946,1906,1510,Sedan,https://ev-database.org/car/2205/Mercedes-Benz-EQE-350plus
Mercedes-Benz,EQE 500 4MATIC,210,90.6,Lithium-ion,858.0,173,505,4.7,141.0,CCS,1700.0,430,5,AWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2207/Mercedes-Benz-EQE-500-4MATIC
Mercedes-Benz,EQE AMG 43 4MATIC,210,90.6,Lithium-ion,858.0,207,450,4.2,141.0,CCS,1700.0,430,5,AWD,E - Executive,4964,1906,1495,Sedan,https://ev-database.org/car/2208/Mercedes-Benz-EQE-AMG-43-4MATIC
Mercedes-Benz,EQE AMG 53 4MATIC+,220,90.6,Lithium-ion,950.0,208,450,3.5,141.0,CCS,1700.0,430,5,AWD,E - Executive,4964,1906,1495,Sedan,https://ev-database.org/car/2209/Mercedes-Benz-EQE-AMG-53-4MATICplus
Mercedes-Benz,EQE SUV 300,210,90.6,Lithium-ion,550.0,182,450,7.6,141.0,CCS,750.0,520,5,RWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2045/Mercedes-Benz-EQE-SUV-300
Mercedes-Benz,EQE SUV 350 4MATIC,210,90.6,Lithium-ion,765.0,189,435,6.6,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2047/Mercedes-Benz-EQE-SUV-350-4MATIC
Mercedes-Benz,EQE SUV 350+,210,96.0,Lithium-ion,565.0,164,475,6.9,141.0,CCS,750.0,520,5,RWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2046/Mercedes-Benz-EQE-SUV-350plus
Mercedes-Benz,EQE SUV 500 4MATIC,210,96.0,Lithium-ion,858.0,187,455,4.9,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2048/Mercedes-Benz-EQE-SUV-500-4MATIC
Mercedes-Benz,EQE SUV AMG 43 4MATIC,210,90.6,Lithium-ion,858.0,214,425,4.3,141.0,CCS,1800.0,520,5,AWD,JE - Executive,4879,1940,1672,SUV,https://ev-database.org/car/1763/Mercedes-Benz-EQE-SUV-AMG-43-4MATIC
Mercedes-Benz,EQS 350,210,96.0,Lithium-ion,565.0,165,570,6.7,130.0,CCS,750.0,620,5,RWD,F - Luxury,5223,1926,1512,Sedan,https://ev-database.org/car/2155/Mercedes-Benz-EQS-350
Mercedes-Benz,EQS 450 4MATIC,210,118.0,Lithium-ion,800.0,180,655,5.7,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2194/Mercedes-Benz-EQS-450-4MATIC
Mercedes-Benz,EQS 450+,210,118.0,Lithium-ion,568.0,173,685,6.2,160.0,CCS,750.0,620,5,RWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2193/Mercedes-Benz-EQS-450plus
Mercedes-Benz,EQS 500 4MATIC,210,118.0,Lithium-ion,828.0,180,640,4.9,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2195/Mercedes-Benz-EQS-500-4MATIC
Mercedes-Benz,EQS 580 4MATIC,210,118.0,Lithium-ion,858.0,180,640,4.4,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC
Mercedes-Benz,EQS AMG 53 4MATIC+,250,118.0,Lithium-ion,1020.0,222,585,3.4,160.0,CCS,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2197/Mercedes-Benz-EQS-AMG-53-4MATICplus
Mini,Aceman E,160,38.5,Lithium-ion,290.0,129,230,7.9,60.0,CCS,750.0,300,5,FWD,JB - Compact,4079,1754,1514,SUV,https://ev-database.org/car/2190/Mini-Aceman-E
Mini,Aceman JCW,200,49.2,Lithium-ion,350.0,143,280,6.4,75.0,CCS,750.0,300,5,FWD,JB - Compact,4079,1754,1514,SUV,https://ev-database.org/car/3059/Mini-Aceman-JCW
Mini,Aceman SE,170,49.2,Lithium-ion,330.0,129,290,7.1,75.0,CCS,750.0,300,5,FWD,JB - Compact,4079,1754,1514,SUV,https://ev-database.org/car/2191/Mini-Aceman-SE
Mini,Countryman E,170,64.6,Lithium-ion,250.0,140,380,8.6,94.0,CCS,750.0,460,5,FWD,JC - Medium,4433,1843,1656,SUV,https://ev-database.org/car/1994/Mini-Countryman-E
Mini,Countryman SE ALL4,180,64.6,Lithium-ion,494.0,149,365,5.6,94.0,CCS,1200.0,460,5,AWD,JC - Medium,4433,1843,1656,SUV,https://ev-database.org/car/1995/Mini-Countryman-SE-ALL4
NIO,EL6 Long Range,200,90.0,Lithium-ion,700.0,170,435,4.5,135.0,CCS,1200.0,579,5,AWD,JE - Executive,4854,1995,1703,SUV,https://ev-database.org/car/1922/NIO-EL6-Long-Range
NIO,EL6 Standard Range,200,73.5,Lithium-ion,700.0,181,365,4.5,110.0,CCS,1200.0,579,5,AWD,JE - Executive,4854,1995,1703,SUV,https://ev-database.org/car/1921/NIO-EL6-Standard-Range
NIO,EL7 Long Range,200,90.0,Lithium-ion,850.0,185,430,3.9,100.0,CCS,2000.0,570,5,AWD,JF - Luxury,4912,1987,1720,SUV,https://ev-database.org/car/1789/NIO-EL7-Long-Range
NIO,EL7 Standard Range,200,73.5,Lithium-ion,850.0,198,355,3.9,110.0,CCS,2000.0,570,5,AWD,JF - Luxury,4912,1987,1720,SUV,https://ev-database.org/car/1788/NIO-EL7-Standard-Range
NIO,ET5 Long Range,200,90.0,Lithium-ion,700.0,167,500,4.0,100.0,CCS,1400.0,386,5,AWD,E - Executive,4790,1960,1499,Sedan,https://ev-database.org/car/1787/NIO-ET5-Long-Range
NIO,ET5 Standard Range,200,73.5,Lithium-ion,700.0,175,410,4.0,110.0,CCS,1400.0,386,5,AWD,E - Executive,4790,1960,1499,Sedan,https://ev-database.org/car/1786/NIO-ET5-Standard-Range
NIO,ET5 Touring Long Range,200,90.0,Lithium-ion,700.0,178,485,4.0,135.0,CCS,1400.0,450,5,AWD,E - Executive,4790,1960,1499,Station/Estate,https://ev-database.org/car/1916/NIO-ET5-Touring-Long-Range
NIO,ET5 Touring Standard Range,200,73.5,Lithium-ion,700.0,169,400,4.0,110.0,CCS,1400.0,450,5,AWD,E - Executive,4790,1960,1499,Station/Estate,https://ev-database.org/car/1915/NIO-ET5-Touring-Standard-Range
NIO,ET7 Long Range,200,90.0,Lithium-ion,850.0,178,505,3.8,100.0,CCS,2000.0,363,5,AWD,F - Luxury,5101,1987,1509,Sedan,https://ev-database.org/car/1752/NIO-ET7-Long-Range
NIO,ET7 Standard Range,200,73.5,Lithium-ion,850.0,191,415,3.8,110.0,CCS,2000.0,363,5,AWD,F - Luxury,5101,1987,1509,Sedan,https://ev-database.org/car/1751/NIO-ET7-Standard-Range
Nissan,Ariya 63kWh,160,63.0,Lithium-ion,300.0,175,335,7.5,90.0,CCS,750.0,468,5,FWD,JC - Medium,4595,1850,1660,SUV,https://ev-database.org/car/1301/Nissan-Ariya-63kWh
Nissan,Ariya 87kWh,160,87.0,Lithium-ion,300.0,169,450,7.6,110.0,CCS,750.0,468,5,FWD,JC - Medium,4595,1850,1660,SUV,https://ev-database.org/car/1302/Nissan-Ariya-87kWh
Nissan,Ariya e-4ORCE 87kWh - 225 kW,200,87.0,Lithium-ion,600.0,190,405,5.7,110.0,CCS,1500.0,415,5,AWD,JC - Medium,4595,1850,1660,SUV,https://ev-database.org/car/1304/Nissan-Ariya-e-4ORCE-87kWh---225-kW
Opel,Astra Electric,170,50.8,Lithium-ion,270.0,128,320,9.2,85.0,CCS,0.0,352,5,FWD,C - Medium,4374,1860,1470,Hatchback,https://ev-database.org/car/1792/Opel-Astra-Electric
Opel,Astra Sports Tourer Electric,170,50.8,Lithium-ion,270.0,123,310,9.3,85.0,CCS,0.0,516,5,FWD,C - Medium,4642,1860,1480,Station/Estate,https://ev-database.org/car/1793/Opel-Astra-Sports-Tourer-Electric
Opel,Corsa Electric 50 kWh,150,46.3,Lithium-ion,260.0,131,290,8.7,78.0,CCS,0.0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback,https://ev-database.org/car/1941/Opel-Corsa-Electric-50-kWh
Opel,Corsa Electric 51 kWh,150,48.1,Lithium-ion,260.0,120,315,8.1,80.0,CCS,0.0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback,https://ev-database.org/car/1942/Opel-Corsa-Electric-51-kWh
Opel,Frontera 44 kWh,140,44.0,Lithium-ion,120.0,144,245,12.1,60.0,CCS,350.0,460,5,FWD,JB - Compact,4385,1795,1635,SUV,https://ev-database.org/car/2238/Opel-Frontera-44-kWh
Opel,Grandland 73 kWh,170,73.0,Lithium-ion,260.0,145,365,9.0,90.0,CCS,1200.0,550,5,FWD,JC - Medium,4650,1934,1665,SUV,https://ev-database.org/car/3037/Opel-Grandland-73-kWh
Opel,Grandland 82 kWh,170,82.2,Lithium-ion,260.0,146,410,9.0,100.0,CCS,1200.0,550,5,FWD,JC - Medium,4650,1934,1665,SUV,https://ev-database.org/car/3038/Opel-Grandland-82-kWh
Opel,Mokka Electric,150,50.8,Lithium-ion,260.0,126,285,9.0,85.0,CCS,0.0,310,5,FWD,JB - Compact,4151,1790,1534,SUV,https://ev-database.org/car/3051/Opel-Mokka-Electric
Peugeot,e-2008 50 kWh,150,46.3,Lithium-ion,260.0,136,270,9.9,78.0,CCS,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh
Peugeot,e-2008 54 kWh,150,50.8,Lithium-ion,260.0,125,300,9.1,85.0,CCS,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh
Peugeot,e-208 50 kWh,150,46.3,Lithium-ion,260.0,132,290,9.0,78.0,CCS,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh
Peugeot,e-208 51 kWh,150,48.1,Lithium-ion,260.0,120,310,8.2,80.0,CCS,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,https://ev-database.org/car/1949/Peugeot-e-208-51-kWh
Peugeot,e-3008 73 kWh,170,73.0,Lithium-ion,345.0,143,380,8.8,90.0,CCS,1250.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2003/Peugeot-e-3008-73-kWh
Peugeot,e-3008 97 kWh Long Range,170,96.9,Lithium-ion,345.0,145,500,8.7,135.0,CCS,1200.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2005/Peugeot-e-3008-97-kWh-Long-Range
Peugeot,e-308,170,50.8,Lithium-ion,260.0,124,300,9.8,80.0,CCS,0.0,412,5,FWD,C - Medium,4367,1852,1441,Hatchback,https://ev-database.org/car/1744/Peugeot-e-308
Polestar,2 Long Range Dual Motor (MY26),205,79.0,Lithium-ion,740.0,142,455,4.5,125.0,CCS,1500.0,407,5,AWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3152/Polestar-2-Long-Range-Dual-Motor
Polestar,2 Long Range Performance (MY26),205,79.0,Lithium-ion,740.0,142,450,4.2,125.0,CCS,1500.0,407,5,AWD,D - Large,4606,1859,1473,Liftback Sedan,https://ev-database.org/car/3153/Polestar-2-Long-Range-Performance
Polestar,2 Long Range Single Motor (MY26),205,79.0,Lithium-ion,490.0,130,475,6.2,125.0,CCS,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3151/Polestar-2-Long-Range-Single-Motor
Polestar,2 Standard Range Single Motor (MY26),205,67.0,Lithium-ion,490.0,129,405,6.4,110.0,CCS,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3150/Polestar-2-Standard-Range-Single-Motor
Polestar,3 Long Range Dual motor,210,107.0,Lithium-ion,840.0,183,515,5.0,150.0,CCS,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor
Polestar,3 Long Range Performance,210,107.0,Lithium-ion,910.0,194,495,4.7,150.0,CCS,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance
Polestar,3 Long Range Single motor,180,107.0,Lithium-ion,490.0,166,530,7.8,150.0,CCS,1500.0,484,5,RWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/2229/Polestar-3-Long-Range-Single-motor
Polestar,4 Long Range Dual Motor,200,94.0,Lithium-ion,686.0,165,485,3.8,135.0,CCS,2000.0,526,5,AWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor
Polestar,4 Long Range Single Motor,180,94.0,Lithium-ion,343.0,157,495,7.4,135.0,CCS,1500.0,526,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor
Porsche,Macan 4 Electric,220,95.0,Lithium-ion,650.0,184,470,5.2,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2084/Porsche-Macan-4-Electric
Porsche,Macan 4S Electric,240,95.0,Lithium-ion,820.0,186,470,4.1,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric
Porsche,Macan Electric,220,95.0,Lithium-ion,563.0,177,495,5.7,200.0,CCS,2000.0,540,5,RWD,JD - Large,4784,1938,1623,SUV,https://ev-database.org/car/2083/Porsche-Macan-Electric
Porsche,Macan Turbo Electric,260,95.0,Lithium-ion,1001.0,183,460,3.3,200.0,CCS,2000.0,480,5,AWD,JD - Large,4784,1938,1621,SUV,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric
Porsche,Taycan,230,82.3,Lithium-ion,410.0,164,495,4.8,195.0,CCS,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2098/Porsche-Taycan
Porsche,Taycan 4,230,82.3,Lithium-ion,585.0,172,490,4.6,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/3060/Porsche-Taycan-4
Porsche,Taycan 4S,250,82.3,Lithium-ion,695.0,174,490,3.7,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2100/Porsche-Taycan-4S
Porsche,Taycan 4S Sport Turismo,250,82.3,Lithium-ion,695.0,183,440,3.7,195.0,CCS,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo
Porsche,Taycan Sport Turismo,230,82.3,Lithium-ion,410.0,173,460,4.8,195.0,CCS,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo
Renault,4 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,225.0,124,245,9.2,55.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp
Renault,4 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,245.0,127,315,8.2,70.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp
Renault,5 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,225.0,132,250,9.0,55.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp
Renault,5 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,245.0,129,320,8.0,70.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,Lithium-ion,250.0,125,380,10.5,88.0,CCS,500.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,Lithium-ion,300.0,133,380,7.4,88.0,CCS,900.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp
Renault,Scenic E-Tech EV60 170hp,150,60.0,Lithium-ion,280.0,144,340,8.6,75.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp
Renault,Scenic E-Tech EV87 220hp,170,87.0,Lithium-ion,300.0,143,480,7.9,95.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp
Skoda,Elroq 50,160,52.0,Lithium-ion,310.0,149,310,9.0,90.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3031/Skoda-Elroq-50
